업태별,시도별,시군구별,(사업자수) 당월①,(사업자수)전월②,증감율(①/②),(사업자수)전년동월③,증감율(①/③)
제과점,경상북도,군위군,4,4,100.00%,*,200.00%
제과점,경상북도,의성군,11,11,100.00%,11,100.00%
제과점,경상북도,청송군,7,7,100.00%,8,87.50%
제과점,경상북도,영양군,4,4,100.00%,4,100.00%
제과점,경상북도,영덕군,13,13,100.00%,13,100.00%
제과점,경상북도,청도군,10,10,100.00%,10,100.00%
제과점,경상북도,고령군,10,11,90.91%,11,90.91%
제과점,경상북도,성주군,11,10,110.00%,9,122.22%
제과점,경상북도,칠곡군,31,31,100.00%,31,100.00%
제과점,경상북도,예천군,9,9,100.00%,8,112.50%
제과점,경상북도,봉화군,8,8,100.00%,7,114.29%
제과점,경상북도,울진군,17,16,106.25%,13,130.77%
제과점,경상북도,울릉군,3,3,100.00%,3,100.00%
제과점,부산광역시,중구,51,48,106.25%,45,113.33%
제과점,부산광역시,서구,25,25,100.00%,27,92.59%
제과점,부산광역시,동구,28,28,100.00%,28,100.00%
제과점,부산광역시,영도구,15,15,100.00%,12,125.00%
제과점,부산광역시,부산진구,134,132,101.52%,124,108.06%
제과점,부산광역시,동래구,89,89,100.00%,79,112.66%
제과점,부산광역시,남구,80,80,100.00%,72,111.11%
제과점,부산광역시,북구,66,67,98.51%,77,85.71%
제과점,부산광역시,해운대구,127,126,100.79%,111,114.41%
제과점,부산광역시,사하구,72,73,98.63%,80,90.00%
제과점,부산광역시,금정구,74,72,102.78%,73,101.37%
제과점,부산광역시,강서구,34,35,97.14%,33,103.03%
제과점,부산광역시,연제구,64,63,101.59%,59,108.47%
제과점,부산광역시,수영구,73,71,102.82%,64,114.06%
제과점,부산광역시,사상구,51,50,102.00%,49,104.08%
제과점,부산광역시,기장군,38,38,100.00%,41,92.68%
제과점,울산광역시,중구,77,76,101.32%,76,101.32%
제과점,울산광역시,남구,135,133,101.50%,126,107.14%
제과점,울산광역시,동구,37,37,100.00%,34,108.82%
제과점,울산광역시,북구,45,46,97.83%,42,107.14%
제과점,울산광역시,울주군,53,53,100.00%,51,103.92%
제과점,경상남도,창원시 의창구,83,82,101.22%,71,116.90%
제과점,경상남도,창원시 성산구,84,83,101.20%,81,103.70%
제과점,경상남도,창원시 마산합포구,62,64,96.88%,59,105.08%
제과점,경상남도,창원시 마산회원구,52,50,104.00%,60,86.67%
제과점,경상남도,창원시 진해구,58,60,96.67%,58,100.00%
제과점,경상남도,진주시,129,129,100.00%,128,100.78%
제과점,경상남도,통영시,65,63,103.17%,58,112.07%
제과점,경상남도,사천시,32,31,103.23%,28,114.29%
제과점,경상남도,김해시,152,149,102.01%,137,110.95%
제과점,경상남도,밀양시,27,27,100.00%,26,103.85%
제과점,경상남도,거제시,70,71,98.59%,65,107.69%
제과점,경상남도,양산시,99,98,101.02%,92,107.61%
제과점,경상남도,의령군,5,5,100.00%,4,125.00%
제과점,경상남도,함안군,16,15,106.67%,14,114.29%
제과점,경상남도,창녕군,12,12,100.00%,16,75.00%
제과점,경상남도,고성군,13,13,100.00%,15,86.67%
제과점,경상남도,남해군,9,9,100.00%,10,90.00%
제과점,경상남도,하동군,15,15,100.00%,14,107.14%
제과점,경상남도,산청군,15,15,100.00%,13,115.38%
제과점,경상남도,함양군,12,12,100.00%,12,100.00%
제과점,경상남도,거창군,15,16,93.75%,16,93.75%
제과점,경상남도,합천군,6,6,100.00%,7,85.71%
제과점,제주특별자치도,제주시,281,281,100.00%,236,119.07%
제과점,제주특별자치도,서귀포시,96,94,102.13%,77,124.68%
종합병원,서울특별시,종로구,11,11,100.00%,11,100.00%
종합병원,서울특별시,중구,10,10,100.00%,10,100.00%
종합병원,서울특별시,용산구,5,5,100.00%,5,100.00%
종합병원,서울특별시,성동구,12,12,100.00%,12,100.00%
종합병원,서울특별시,광진구,5,6,83.33%,5,100.00%
종합병원,서울특별시,동대문구,28,28,100.00%,29,96.55%
종합병원,서울특별시,중랑구,22,22,100.00%,23,95.65%
종합병원,서울특별시,성북구,16,16,100.00%,15,106.67%
종합병원,서울특별시,강북구,15,15,100.00%,17,88.24%
종합병원,서울특별시,도봉구,16,17,94.12%,17,94.12%
종합병원,서울특별시,노원구,22,22,100.00%,24,91.67%
종합병원,서울특별시,은평구,17,17,100.00%,17,100.00%
종합병원,서울특별시,서대문구,15,15,100.00%,16,93.75%
종합병원,서울특별시,마포구,5,5,100.00%,7,71.43%
종합병원,서울특별시,양천구,12,12,100.00%,11,109.09%
종합병원,서울특별시,강서구,21,22,95.45%,21,100.00%
종합병원,서울특별시,구로구,23,23,100.00%,19,121.05%
종합병원,서울특별시,금천구,15,15,100.00%,15,100.00%
종합병원,서울특별시,영등포구,30,30,100.00%,29,103.45%
종합병원,서울특별시,동작구,8,8,100.00%,8,100.00%
종합병원,서울특별시,관악구,14,14,100.00%,14,100.00%
종합병원,서울특별시,서초구,16,16,100.00%,15,106.67%
종합병원,서울특별시,강남구,42,41,102.44%,39,107.69%
종합병원,서울특별시,송파구,31,31,100.00%,27,114.81%
종합병원,서울특별시,강동구,18,18,100.00%,17,105.88%
종합병원,인천광역시,중구,9,9,100.00%,8,112.50%
종합병원,인천광역시,동구,3,3,100.00%,3,100.00%
종합병원,인천광역시,남구,0,0,/0,23,0.00%
종합병원,인천광역시,미추홀구,28,28,100.00%,0,/0
종합병원,인천광역시,연수구,7,7,100.00%,10,70.00%
종합병원,인천광역시,남동구,28,28,100.00%,27,103.70%
종합병원,인천광역시,부평구,20,20,100.00%,22,90.91%
종합병원,인천광역시,계양구,18,18,100.00%,18,100.00%
종합병원,인천광역시,서구,21,21,100.00%,21,100.00%
종합병원,인천광역시,강화군,6,6,100.00%,4,150.00%
종합병원,인천광역시,옹진군,*,*,100.00%,*,100.00%
종합병원,경기도,수원시 장안구,17,17,100.00%,17,100.00%
종합병원,경기도,수원시 권선구,10,10,100.00%,10,100.00%
종합병원,경기도,수원시 팔달구,26,26,100.00%,27,96.30%
종합병원,경기도,수원시 영통구,14,14,100.00%,15,93.33%
종합병원,경기도,성남시 수정구,10,10,100.00%,9,111.11%
종합병원,경기도,성남시 중원구,8,8,100.00%,9,88.89%
종합병원,경기도,성남시 분당구,21,21,100.00%,21,100.00%
종합병원,경기도,의정부시,29,29,100.00%,28,103.57%
종합병원,경기도,안양시 만안구,12,12,100.00%,12,100.00%
종합병원,경기도,안양시 동안구,11,11,100.00%,11,100.00%
종합병원,경기도,부천시,52,52,100.00%,54,96.30%
종합병원,경기도,광명시,12,12,100.00%,11,109.09%
종합병원,경기도,평택시,15,15,100.00%,16,93.75%
종합병원,경기도,동두천시,8,8,100.00%,9,88.89%
종합병원,경기도,안산시 상록구,14,14,100.00%,15,93.33%
종합병원,경기도,안산시 단원구,27,27,100.00%,28,96.43%
종합병원,경기도,고양시 덕양구,14,14,100.00%,13,107.69%
종합병원,경기도,고양시 일산동구,28,29,96.55%,30,93.33%
종합병원,경기도,고양시 일산서구,12,12,100.00%,12,100.00%
종합병원,경기도,구리시,13,12,108.33%,12,108.33%
종합병원,경기도,남양주시,31,31,100.00%,32,96.88%
종합병원,경기도,오산시,9,9,100.00%,8,112.50%
종합병원,경기도,시흥시,21,20,105.00%,16,131.25%
종합병원,경기도,군포시,13,13,100.00%,13,100.00%
종합병원,경기도,의왕시,6,6,100.00%,6,100.00%
종합병원,경기도,하남시,8,8,100.00%,7,114.29%
종합병원,경기도,용인시 처인구,12,12,100.00%,13,92.31%
종합병원,경기도,용인시 기흥구,19,19,100.00%,18,105.56%
종합병원,경기도,용인시 수지구,12,12,100.00%,11,109.09%
종합병원,경기도,파주시,27,27,100.00%,27,100.00%
종합병원,경기도,이천시,14,14,100.00%,13,107.69%
종합병원,경기도,안성시,11,11,100.00%,11,100.00%
종합병원,경기도,김포시,18,17,105.88%,15,120.00%
종합병원,경기도,화성시,25,24,104.17%,24,104.17%
종합병원,경기도,광주시,13,13,100.00%,10,130.00%
종합병원,경기도,양주시,13,13,100.00%,11,118.18%
종합병원,경기도,포천시,16,16,100.00%,14,114.29%
종합병원,경기도,여주시,10,10,100.00%,8,125.00%
종합병원,경기도,연천군,*,*,100.00%,*,100.00%
종합병원,경기도,가평군,6,6,100.00%,6,100.00%
종합병원,경기도,양평군,11,11,100.00%,10,110.00%
종합병원,강원도,춘천시,12,12,100.00%,10,120.00%
종합병원,강원도,원주시,22,21,104.76%,21,104.76%
종합병원,강원도,강릉시,13,13,100.00%,12,108.33%
종합병원,강원도,동해시,6,6,100.00%,6,100.00%
종합병원,강원도,태백시,3,3,100.00%,4,75.00%
종합병원,강원도,속초시,7,7,100.00%,7,100.00%
종합병원,강원도,삼척시,3,3,100.00%,3,100.00%
종합병원,강원도,홍천군,5,5,100.00%,6,83.33%
종합병원,강원도,횡성군,4,4,100.00%,4,100.00%
종합병원,강원도,영월군,4,4,100.00%,4,100.00%
종합병원,강원도,평창군,*,*,100.00%,*,100.00%
종합병원,강원도,정선군,*,*,100.00%,*,100.00%
종합병원,강원도,철원군,*,*,100.00%,*,100.00%
종합병원,강원도,화천군,0,0,/0,*,0.00%
종합병원,강원도,양구군,*,*,100.00%,*,100.00%
종합병원,강원도,인제군,*,*,100.00%,*,100.00%
종합병원,대전광역시,동구,20,19,105.26%,17,117.65%
종합병원,대전광역시,중구,20,20,100.00%,19,105.26%
종합병원,대전광역시,서구,33,32,103.13%,31,106.45%
종합병원,대전광역시,유성구,15,15,100.00%,14,107.14%
종합병원,대전광역시,대덕구,11,11,100.00%,12,91.67%
종합병원,충청북도,청주시 상당구,10,10,100.00%,8,125.00%
종합병원,충청북도,청주시 서원구,14,15,93.33%,14,100.00%
종합병원,충청북도,청주시 흥덕구,15,15,100.00%,14,107.14%
종합병원,충청북도,청주시 청원구,10,10,100.00%,9,111.11%
종합병원,충청북도,충주시,10,10,100.00%,9,111.11%
종합병원,충청북도,제천시,9,9,100.00%,8,112.50%
종합병원,충청북도,보은군,3,3,100.00%,3,100.00%
종합병원,충청북도,옥천군,5,5,100.00%,5,100.00%
종합병원,충청북도,영동군,5,5,100.00%,5,100.00%
종합병원,충청북도,증평군,*,*,50.00%,3,33.33%
종합병원,충청북도,진천군,3,3,100.00%,3,100.00%
종합병원,충청북도,괴산군,4,4,100.00%,4,100.00%
종합병원,충청북도,음성군,6,6,100.00%,6,100.00%
종합병원,충청북도,단양군,3,3,100.00%,3,100.00%
종합병원,충청남도,천안시 동남구,15,15,100.00%,13,115.38%
종합병원,충청남도,천안시 서북구,22,23,95.65%,22,100.00%
종합병원,충청남도,공주시,12,12,100.00%,12,100.00%
종합병원,충청남도,보령시,8,8,100.00%,7,114.29%
종합병원,충청남도,아산시,18,18,100.00%,19,94.74%
종합병원,충청남도,서산시,5,5,100.00%,5,100.00%
종합병원,충청남도,논산시,14,14,100.00%,15,93.33%
종합병원,충청남도,계룡시,*,*,100.00%,*,100.00%
종합병원,충청남도,당진시,10,10,100.00%,11,90.91%
종합병원,충청남도,금산군,3,3,100.00%,4,75.00%
종합병원,충청남도,부여군,9,9,100.00%,8,112.50%
종합병원,충청남도,서천군,4,4,100.00%,4,100.00%
종합병원,충청남도,청양군,4,4,100.00%,4,100.00%
종합병원,충청남도,홍성군,7,7,100.00%,7,100.00%
종합병원,충청남도,예산군,*,3,66.67%,*,100.00%
종합병원,충청남도,태안군,4,4,100.00%,4,100.00%
종합병원,세종특별자치시,세종시,11,11,100.00%,8,137.50%
종합병원,광주광역시,동구,18,18,100.00%,17,105.88%
종합병원,광주광역시,서구,32,33,96.97%,35,91.43%
종합병원,광주광역시,남구,24,24,100.00%,24,100.00%
종합병원,광주광역시,북구,50,49,102.04%,49,102.04%
종합병원,광주광역시,광산구,38,38,100.00%,36,105.56%
종합병원,전라북도,전주시 완산구,43,43,100.00%,40,107.50%
종합병원,전라북도,전주시 덕진구,23,23,100.00%,23,100.00%
종합병원,전라북도,군산시,20,21,95.24%,18,111.11%
종합병원,전라북도,익산시,22,22,100.00%,23,95.65%
종합병원,전라북도,정읍시,10,10,100.00%,9,111.11%
종합병원,전라북도,남원시,8,8,100.00%,9,88.89%
종합병원,전라북도,김제시,11,11,100.00%,10,110.00%
종합병원,전라북도,완주군,12,12,100.00%,12,100.00%
종합병원,전라북도,진안군,*,*,100.00%,*,100.00%
종합병원,전라북도,무주군,*,*,100.00%,*,100.00%
종합병원,전라북도,임실군,5,5,100.00%,5,100.00%
종합병원,전라북도,순창군,*,*,100.00%,*,100.00%
종합병원,전라북도,고창군,4,4,100.00%,4,100.00%
종합병원,전라북도,부안군,6,6,100.00%,5,120.00%
종합병원,전라남도,목포시,27,27,100.00%,26,103.85%
종합병원,전라남도,여수시,21,21,100.00%,19,110.53%
종합병원,전라남도,순천시,31,30,103.33%,29,106.90%
종합병원,전라남도,나주시,17,16,106.25%,16,106.25%
종합병원,전라남도,광양시,7,6,116.67%,7,100.00%
종합병원,전라남도,담양군,8,8,100.00%,7,114.29%
종합병원,전라남도,곡성군,*,*,100.00%,3,66.67%
종합병원,전라남도,구례군,5,5,100.00%,5,100.00%
종합병원,전라남도,고흥군,5,5,100.00%,4,125.00%
종합병원,전라남도,보성군,6,6,100.00%,6,100.00%
종합병원,전라남도,화순군,18,18,100.00%,18,100.00%
종합병원,전라남도,장흥군,4,4,100.00%,4,100.00%
종합병원,전라남도,강진군,3,3,100.00%,4,75.00%
종합병원,전라남도,해남군,7,7,100.00%,7,100.00%
종합병원,전라남도,영암군,3,3,100.00%,3,100.00%
종합병원,전라남도,무안군,8,8,100.00%,7,114.29%
종합병원,전라남도,함평군,5,5,100.00%,5,100.00%
종합병원,전라남도,영광군,3,3,100.00%,3,100.00%
종합병원,전라남도,장성군,4,4,100.00%,5,80.00%
종합병원,전라남도,완도군,*,*,100.00%,*,100.00%
종합병원,전라남도,진도군,*,*,100.00%,*,100.00%
종합병원,전라남도,신안군,4,4,100.00%,3,133.33%
종합병원,대구광역시,중구,19,19,100.00%,18,105.56%
종합병원,대구광역시,동구,21,21,100.00%,21,100.00%
종합병원,대구광역시,서구,18,18,100.00%,18,100.00%
종합병원,대구광역시,남구,21,20,105.00%,19,110.53%
종합병원,대구광역시,북구,27,27,100.00%,26,103.85%
종합병원,대구광역시,수성구,18,18,100.00%,19,94.74%
종합병원,대구광역시,달서구,43,43,100.00%,43,100.00%
종합병원,대구광역시,달성군,18,17,105.88%,17,105.88%
종합병원,경상북도,포항시 남구,11,11,100.00%,10,110.00%
종합병원,경상북도,포항시 북구,38,38,100.00%,36,105.56%
종합병원,경상북도,경주시,25,25,100.00%,26,96.15%
종합병원,경상북도,김천시,10,10,100.00%,11,90.91%
종합병원,경상북도,안동시,14,14,100.00%,14,100.00%
종합병원,경상북도,구미시,27,27,100.00%,26,103.85%
종합병원,경상북도,영주시,12,12,100.00%,11,109.09%
종합병원,경상북도,영천시,7,7,100.00%,7,100.00%
종합병원,경상북도,상주시,7,7,100.00%,7,100.00%
종합병원,경상북도,문경시,4,4,100.00%,4,100.00%
종합병원,경상북도,경산시,20,20,100.00%,21,95.24%
종합병원,경상북도,의성군,14,14,100.00%,12,116.67%
종합병원,경상북도,청송군,*,*,100.00%,*,100.00%
종합병원,경상북도,영양군,*,*,100.00%,*,100.00%
종합병원,경상북도,영덕군,3,3,100.00%,*,150.00%
종합병원,경상북도,청도군,9,9,100.00%,9,100.00%
종합병원,경상북도,고령군,3,3,100.00%,3,100.00%
종합병원,경상북도,성주군,10,10,100.00%,10,100.00%
종합병원,경상북도,칠곡군,8,8,100.00%,9,88.89%
종합병원,경상북도,예천군,4,4,100.00%,4,100.00%
종합병원,경상북도,봉화군,*,*,100.00%,*,100.00%
종합병원,경상북도,울진군,3,3,100.00%,3,100.00%
종합병원,부산광역시,중구,7,7,100.00%,7,100.00%
종합병원,부산광역시,서구,14,14,100.00%,13,107.69%
종합병원,부산광역시,동구,11,11,100.00%,11,100.00%
종합병원,부산광역시,영도구,9,9,100.00%,9,100.00%
종합병원,부산광역시,부산진구,32,32,100.00%,36,88.89%
종합병원,부산광역시,동래구,34,34,100.00%,32,106.25%
종합병원,부산광역시,남구,16,16,100.00%,17,94.12%
종합병원,부산광역시,북구,25,25,100.00%,26,96.15%
종합병원,부산광역시,해운대구,31,31,100.00%,33,93.94%
종합병원,부산광역시,사하구,42,42,100.00%,43,97.67%
종합병원,부산광역시,금정구,32,32,100.00%,32,100.00%
종합병원,부산광역시,강서구,*,*,100.00%,*,100.00%
종합병원,부산광역시,연제구,24,24,100.00%,24,100.00%
종합병원,부산광역시,수영구,19,20,95.00%,20,95.00%
종합병원,부산광역시,사상구,30,29,103.45%,28,107.14%
종합병원,부산광역시,기장군,11,11,100.00%,14,78.57%
종합병원,울산광역시,중구,16,16,100.00%,16,100.00%
종합병원,울산광역시,남구,40,40,100.00%,42,95.24%
종합병원,울산광역시,동구,6,6,100.00%,6,100.00%
종합병원,울산광역시,북구,9,10,90.00%,10,90.00%
종합병원,울산광역시,울주군,21,21,100.00%,20,105.00%
종합병원,경상남도,창원시 의창구,25,24,104.17%,22,113.64%
종합병원,경상남도,창원시 성산구,11,11,100.00%,12,91.67%
종합병원,경상남도,창원시 마산합포구,20,20,100.00%,17,117.65%
종합병원,경상남도,창원시 마산회원구,20,20,100.00%,20,100.00%
종합병원,경상남도,창원시 진해구,14,14,100.00%,15,93.33%
종합병원,경상남도,진주시,18,18,100.00%,18,100.00%
종합병원,경상남도,통영시,11,11,100.00%,11,100.00%
종합병원,경상남도,사천시,12,12,100.00%,10,120.00%
종합병원,경상남도,김해시,66,67,98.51%,66,100.00%
종합병원,경상남도,밀양시,16,16,100.00%,15,106.67%
종합병원,경상남도,거제시,12,12,100.00%,11,109.09%
종합병원,경상남도,양산시,26,26,100.00%,20,130.00%
종합병원,경상남도,의령군,4,4,100.00%,4,100.00%
종합병원,경상남도,함안군,7,7,100.00%,7,100.00%
종합병원,경상남도,창녕군,11,11,100.00%,10,110.00%
종합병원,경상남도,고성군,5,5,100.00%,5,100.00%
종합병원,경상남도,남해군,*,*,100.00%,*,100.00%
종합병원,경상남도,하동군,6,6,100.00%,4,150.00%
종합병원,경상남도,함양군,*,*,100.00%,*,100.00%
종합병원,경상남도,거창군,4,5,80.00%,5,80.00%
종합병원,경상남도,합천군,5,5,100.00%,4,125.00%
종합병원,제주특별자치도,제주시,17,17,100.00%,16,106.25%
종합병원,제주특별자치도,서귀포시,6,6,100.00%,6,100.00%
주유소,서울특별시,종로구,6,6,100.00%,6,100.00%
주유소,서울특별시,중구,8,8,100.00%,8,100.00%
주유소,서울특별시,용산구,10,11,90.91%,11,90.91%
주유소,서울특별시,성동구,15,15,100.00%,15,100.00%
주유소,서울특별시,광진구,13,13,100.00%,13,100.00%
주유소,서울특별시,동대문구,19,20,95.00%,19,100.00%
주유소,서울특별시,중랑구,14,14,100.00%,14,100.00%
주유소,서울특별시,성북구,14,14,100.00%,13,107.69%
주유소,서울특별시,강북구,8,8,100.00%,8,100.00%
주유소,서울특별시,도봉구,17,17,100.00%,17,100.00%
주유소,서울특별시,노원구,15,14,107.14%,14,107.14%
주유소,서울특별시,은평구,17,16,106.25%,16,106.25%
주유소,서울특별시,서대문구,12,12,100.00%,14,85.71%
주유소,서울특별시,마포구,10,10,100.00%,9,111.11%
주유소,서울특별시,양천구,16,16,100.00%,15,106.67%
주유소,서울특별시,강서구,24,24,100.00%,23,104.35%
주유소,서울특별시,구로구,18,18,100.00%,17,105.88%
주유소,서울특별시,금천구,10,10,100.00%,11,90.91%
주유소,서울특별시,영등포구,26,26,100.00%,29,89.66%
주유소,서울특별시,동작구,7,7,100.00%,8,87.50%
주유소,서울특별시,관악구,15,16,93.75%,16,93.75%
주유소,서울특별시,서초구,34,34,100.00%,35,97.14%
주유소,서울특별시,강남구,37,37,100.00%,37,100.00%
주유소,서울특별시,송파구,30,30,100.00%,30,100.00%
주유소,서울특별시,강동구,14,14,100.00%,14,100.00%
주유소,인천광역시,중구,29,29,100.00%,29,100.00%
주유소,인천광역시,동구,12,12,100.00%,10,120.00%
주유소,인천광역시,남구,0,0,/0,32,0.00%
주유소,인천광역시,미추홀구,30,31,96.77%,0,/0
주유소,인천광역시,연수구,19,19,100.00%,18,105.56%
주유소,인천광역시,남동구,39,39,100.00%,37,105.41%
주유소,인천광역시,부평구,36,37,97.30%,34,105.88%
주유소,인천광역시,계양구,28,28,100.00%,27,103.70%
주유소,인천광역시,서구,65,63,103.17%,63,103.17%
주유소,인천광역시,강화군,24,23,104.35%,27,88.89%
주유소,인천광역시,옹진군,9,9,100.00%,9,100.00%
주유소,경기도,수원시 장안구,21,21,100.00%,19,110.53%
주유소,경기도,수원시 권선구,42,42,100.00%,42,100.00%
주유소,경기도,수원시 팔달구,19,20,95.00%,19,100.00%
주유소,경기도,수원시 영통구,20,20,100.00%,20,100.00%
주유소,경기도,성남시 수정구,15,15,100.00%,14,107.14%
주유소,경기도,성남시 중원구,18,18,100.00%,18,100.00%
주유소,경기도,성남시 분당구,15,15,100.00%,16,93.75%
주유소,경기도,의정부시,33,33,100.00%,35,94.29%
주유소,경기도,안양시 만안구,10,10,100.00%,10,100.00%
주유소,경기도,안양시 동안구,15,15,100.00%,15,100.00%
주유소,경기도,부천시,53,55,96.36%,47,112.77%
주유소,경기도,광명시,28,28,100.00%,28,100.00%
주유소,경기도,평택시,133,133,100.00%,130,102.31%
주유소,경기도,동두천시,26,27,96.30%,25,104.00%
주유소,경기도,안산시 상록구,29,29,100.00%,26,111.54%
주유소,경기도,안산시 단원구,30,30,100.00%,30,100.00%
주유소,경기도,고양시 덕양구,73,73,100.00%,72,101.39%
주유소,경기도,고양시 일산동구,47,47,100.00%,52,90.38%
주유소,경기도,고양시 일산서구,24,24,100.00%,24,100.00%
주유소,경기도,과천시,3,3,100.00%,3,100.00%
주유소,경기도,구리시,14,14,100.00%,14,100.00%
주유소,경기도,남양주시,103,103,100.00%,107,96.26%
주유소,경기도,오산시,22,22,100.00%,25,88.00%
주유소,경기도,시흥시,71,71,100.00%,72,98.61%
주유소,경기도,군포시,12,12,100.00%,12,100.00%
주유소,경기도,의왕시,22,21,104.76%,20,110.00%
주유소,경기도,하남시,31,31,100.00%,28,110.71%
주유소,경기도,용인시 처인구,88,88,100.00%,88,100.00%
주유소,경기도,용인시 기흥구,61,61,100.00%,59,103.39%
주유소,경기도,용인시 수지구,9,9,100.00%,9,100.00%
주유소,경기도,파주시,119,120,99.17%,111,107.21%
주유소,경기도,이천시,96,96,100.00%,95,101.05%
주유소,경기도,안성시,95,94,101.06%,99,95.96%
주유소,경기도,김포시,83,82,101.22%,81,102.47%
주유소,경기도,화성시,219,216,101.39%,217,100.92%
주유소,경기도,광주시,85,84,101.19%,85,100.00%
주유소,경기도,양주시,83,84,98.81%,90,92.22%
주유소,경기도,포천시,113,113,100.00%,114,99.12%
주유소,경기도,여주시,75,76,98.68%,75,100.00%
주유소,경기도,연천군,21,21,100.00%,23,91.30%
주유소,경기도,가평군,41,41,100.00%,40,102.50%
주유소,경기도,양평군,67,68,98.53%,72,93.06%
주유소,강원도,춘천시,68,68,100.00%,74,91.89%
주유소,강원도,원주시,106,106,100.00%,110,96.36%
주유소,강원도,강릉시,79,76,103.95%,81,97.53%
주유소,강원도,동해시,33,32,103.13%,31,106.45%
주유소,강원도,태백시,13,13,100.00%,14,92.86%
주유소,강원도,속초시,21,22,95.45%,20,105.00%
주유소,강원도,삼척시,31,32,96.88%,32,96.88%
주유소,강원도,홍천군,46,46,100.00%,47,97.87%
주유소,강원도,횡성군,28,28,100.00%,28,100.00%
주유소,강원도,영월군,26,25,104.00%,25,104.00%
주유소,강원도,평창군,39,39,100.00%,39,100.00%
주유소,강원도,정선군,28,26,107.69%,26,107.69%
주유소,강원도,철원군,23,23,100.00%,24,95.83%
주유소,강원도,화천군,14,14,100.00%,13,107.69%
주유소,강원도,양구군,10,10,100.00%,9,111.11%
주유소,강원도,인제군,30,30,100.00%,29,103.45%
주유소,강원도,고성군,18,18,100.00%,19,94.74%
주유소,강원도,양양군,22,22,100.00%,21,104.76%
주유소,대전광역시,동구,35,35,100.00%,35,100.00%
주유소,대전광역시,중구,41,40,102.50%,38,107.89%
주유소,대전광역시,서구,43,43,100.00%,46,93.48%
주유소,대전광역시,유성구,53,53,100.00%,55,96.36%
주유소,대전광역시,대덕구,57,58,98.28%,61,93.44%
주유소,충청북도,청주시 상당구,42,42,100.00%,41,102.44%
주유소,충청북도,청주시 서원구,49,50,98.00%,54,90.74%
주유소,충청북도,청주시 흥덕구,59,59,100.00%,62,95.16%
주유소,충청북도,청주시 청원구,56,55,101.82%,56,100.00%
주유소,충청북도,충주시,102,101,100.99%,97,105.15%
주유소,충청북도,제천시,78,76,102.63%,79,98.73%
주유소,충청북도,보은군,25,25,100.00%,24,104.17%
주유소,충청북도,옥천군,37,37,100.00%,36,102.78%
주유소,충청북도,영동군,34,34,100.00%,34,100.00%
주유소,충청북도,증평군,18,18,100.00%,18,100.00%
주유소,충청북도,진천군,63,64,98.44%,67,94.03%
주유소,충청북도,괴산군,41,40,102.50%,45,91.11%
주유소,충청북도,음성군,78,78,100.00%,84,92.86%
주유소,충청북도,단양군,30,31,96.77%,29,103.45%
주유소,충청남도,천안시 동남구,84,83,101.20%,80,105.00%
주유소,충청남도,천안시 서북구,73,74,98.65%,77,94.81%
주유소,충청남도,공주시,83,82,101.22%,86,96.51%
주유소,충청남도,보령시,55,54,101.85%,58,94.83%
주유소,충청남도,아산시,113,111,101.80%,118,95.76%
주유소,충청남도,서산시,88,88,100.00%,86,102.33%
주유소,충청남도,논산시,85,84,101.19%,87,97.70%
주유소,충청남도,계룡시,4,4,100.00%,4,100.00%
주유소,충청남도,당진시,103,100,103.00%,101,101.98%
주유소,충청남도,금산군,40,40,100.00%,41,97.56%
주유소,충청남도,부여군,49,49,100.00%,46,106.52%
주유소,충청남도,서천군,35,35,100.00%,36,97.22%
주유소,충청남도,청양군,28,27,103.70%,28,100.00%
주유소,충청남도,홍성군,51,50,102.00%,50,102.00%
주유소,충청남도,예산군,66,66,100.00%,62,106.45%
주유소,충청남도,태안군,41,42,97.62%,42,97.62%
주유소,세종특별자치시,세종시,67,67,100.00%,65,103.08%
주유소,광주광역시,동구,11,11,100.00%,12,91.67%
주유소,광주광역시,서구,41,42,97.62%,39,105.13%
주유소,광주광역시,남구,32,31,103.23%,31,103.23%
주유소,광주광역시,북구,67,67,100.00%,69,97.10%
주유소,광주광역시,광산구,116,115,100.87%,116,100.00%
주유소,전라북도,전주시 완산구,72,72,100.00%,74,97.30%
주유소,전라북도,전주시 덕진구,94,96,97.92%,100,94.00%
주유소,전라북도,군산시,99,98,101.02%,100,99.00%
주유소,전라북도,익산시,133,133,100.00%,137,97.08%
주유소,전라북도,정읍시,73,72,101.39%,71,102.82%
주유소,전라북도,남원시,52,52,100.00%,53,98.11%
주유소,전라북도,김제시,73,74,98.65%,75,97.33%
주유소,전라북도,완주군,67,66,101.52%,68,98.53%
주유소,전라북도,진안군,13,13,100.00%,13,100.00%
주유소,전라북도,무주군,25,25,100.00%,25,100.00%
주유소,전라북도,장수군,10,10,100.00%,10,100.00%
주유소,전라북도,임실군,24,24,100.00%,27,88.89%
주유소,전라북도,순창군,17,16,106.25%,17,100.00%
주유소,전라북도,고창군,43,45,95.56%,46,93.48%
주유소,전라북도,부안군,35,35,100.00%,34,102.94%
주유소,전라남도,목포시,40,40,100.00%,41,97.56%
주유소,전라남도,여수시,104,104,100.00%,105,99.05%
주유소,전라남도,순천시,90,89,101.12%,91,98.90%
주유소,전라남도,나주시,66,65,101.54%,65,101.54%
주유소,전라남도,광양시,62,62,100.00%,61,101.64%
주유소,전라남도,담양군,23,22,104.55%,21,109.52%
