업태별,시도명,시군구명,성별,(전체)당월①,(전체)전월②,증감율(①/②),(전체)전년동월③,증감율(①/③),(개인)당월①,(개인)전월②,증감율(①/②),(개인)전년동월③,증감율(①/③),(법인)당월①,(법인)전월②,증감율(①/②),(법인)전년동월③,증감율(①/③)
"대리,중개,도급업",경기도,광주시,미상,*,*,100.00%,*,100.00%,,,,,,*,*,100.00%,*,100.00%
"대리,중개,도급업",경기도,양주시,남자,131,133,98.50%,130,100.77%,109,110,99.09%,106,102.83%,22,23,95.65%,24,91.67%
"대리,중개,도급업",경기도,양주시,여자,118,114,103.51%,113,104.42%,107,103,103.88%,103,103.88%,11,11,100.00%,10,110.00%
"대리,중개,도급업",경기도,포천시,남자,148,149,99.33%,137,108.03%,114,114,100.00%,104,109.62%,34,35,97.14%,33,103.03%
"대리,중개,도급업",경기도,포천시,여자,68,67,101.49%,64,106.25%,58,57,101.75%,54,107.41%,10,10,100.00%,10,100.00%
"대리,중개,도급업",경기도,여주시,남자,138,140,98.57%,129,106.98%,111,113,98.23%,103,107.77%,27,27,100.00%,26,103.85%
"대리,중개,도급업",경기도,여주시,여자,151,152,99.34%,153,98.69%,142,142,100.00%,146,97.26%,9,10,90.00%,7,128.57%
"대리,중개,도급업",경기도,연천군,남자,32,32,100.00%,31,103.23%,21,21,100.00%,21,100.00%,11,11,100.00%,10,110.00%
"대리,중개,도급업",경기도,연천군,여자,7,7,100.00%,7,100.00%,7,7,100.00%,5,140.00%,0,0,/0,*,0.00%
"대리,중개,도급업",경기도,가평군,남자,41,41,100.00%,36,113.89%,23,24,95.83%,21,109.52%,18,17,105.88%,15,120.00%
"대리,중개,도급업",경기도,가평군,여자,18,19,94.74%,19,94.74%,14,15,93.33%,14,100.00%,4,4,100.00%,5,80.00%
"대리,중개,도급업",경기도,양평군,남자,90,87,103.45%,74,121.62%,52,51,101.96%,48,108.33%,38,36,105.56%,26,146.15%
"대리,중개,도급업",경기도,양평군,여자,41,39,105.13%,35,117.14%,36,34,105.88%,32,112.50%,5,5,100.00%,3,166.67%
"대리,중개,도급업",강원도,춘천시,남자,168,165,101.82%,144,116.67%,125,122,102.46%,105,119.05%,43,43,100.00%,39,110.26%
"대리,중개,도급업",강원도,춘천시,여자,174,175,99.43%,182,95.60%,165,166,99.40%,172,95.93%,9,9,100.00%,10,90.00%
"대리,중개,도급업",강원도,원주시,남자,233,233,100.00%,237,98.31%,182,183,99.45%,192,94.79%,51,50,102.00%,45,113.33%
"대리,중개,도급업",강원도,원주시,여자,237,233,101.72%,235,100.85%,230,225,102.22%,232,99.14%,7,8,87.50%,3,233.33%
"대리,중개,도급업",강원도,강릉시,남자,126,124,101.61%,123,102.44%,103,102,100.98%,103,100.00%,23,22,104.55%,20,115.00%
"대리,중개,도급업",강원도,강릉시,여자,83,85,97.65%,78,106.41%,78,80,97.50%,75,104.00%,5,5,100.00%,3,166.67%
"대리,중개,도급업",강원도,동해시,남자,44,44,100.00%,41,107.32%,32,33,96.97%,32,100.00%,12,11,109.09%,9,133.33%
"대리,중개,도급업",강원도,동해시,여자,30,29,103.45%,23,130.43%,27,27,100.00%,22,122.73%,3,*,150.00%,*,300.00%
"대리,중개,도급업",강원도,태백시,남자,10,11,90.91%,9,111.11%,7,8,87.50%,7,100.00%,3,3,100.00%,*,150.00%
"대리,중개,도급업",강원도,태백시,여자,9,9,100.00%,8,112.50%,9,9,100.00%,8,112.50%,,,,,
"대리,중개,도급업",강원도,속초시,남자,35,32,109.38%,24,145.83%,29,28,103.57%,21,138.10%,6,4,150.00%,3,200.00%
"대리,중개,도급업",강원도,속초시,여자,30,31,96.77%,30,100.00%,29,30,96.67%,29,100.00%,*,*,100.00%,*,100.00%
"대리,중개,도급업",강원도,삼척시,남자,27,26,103.85%,25,108.00%,25,24,104.17%,25,100.00%,*,*,100.00%,0,/0
"대리,중개,도급업",강원도,삼척시,여자,26,27,96.30%,28,92.86%,25,26,96.15%,26,96.15%,*,*,100.00%,*,50.00%
"대리,중개,도급업",강원도,홍천군,남자,51,50,102.00%,46,110.87%,37,36,102.78%,33,112.12%,14,14,100.00%,13,107.69%
"대리,중개,도급업",강원도,홍천군,여자,16,16,100.00%,17,94.12%,11,11,100.00%,12,91.67%,5,5,100.00%,5,100.00%
"대리,중개,도급업",강원도,횡성군,남자,39,39,100.00%,37,105.41%,17,16,106.25%,17,100.00%,22,23,95.65%,20,110.00%
"대리,중개,도급업",강원도,횡성군,여자,11,11,100.00%,10,110.00%,5,5,100.00%,4,125.00%,6,6,100.00%,6,100.00%
"대리,중개,도급업",강원도,영월군,남자,21,21,100.00%,21,100.00%,7,6,116.67%,8,87.50%,14,15,93.33%,13,107.69%
"대리,중개,도급업",강원도,영월군,여자,11,11,100.00%,12,91.67%,7,7,100.00%,8,87.50%,4,4,100.00%,4,100.00%
"대리,중개,도급업",강원도,평창군,남자,31,31,100.00%,31,100.00%,16,16,100.00%,15,106.67%,15,15,100.00%,16,93.75%
"대리,중개,도급업",강원도,평창군,여자,11,12,91.67%,13,84.62%,6,7,85.71%,10,60.00%,5,5,100.00%,3,166.67%
"대리,중개,도급업",강원도,정선군,남자,24,24,100.00%,19,126.32%,14,15,93.33%,12,116.67%,10,9,111.11%,7,142.86%
"대리,중개,도급업",강원도,정선군,여자,8,7,114.29%,5,160.00%,6,5,120.00%,3,200.00%,*,*,100.00%,*,100.00%
"대리,중개,도급업",강원도,철원군,남자,20,20,100.00%,20,100.00%,9,9,100.00%,11,81.82%,11,11,100.00%,9,122.22%
"대리,중개,도급업",강원도,철원군,여자,19,18,105.56%,17,111.76%,15,15,100.00%,14,107.14%,4,3,133.33%,3,133.33%
"대리,중개,도급업",강원도,화천군,남자,9,9,100.00%,10,90.00%,5,5,100.00%,7,71.43%,4,4,100.00%,3,133.33%
"대리,중개,도급업",강원도,화천군,여자,8,8,100.00%,10,80.00%,5,5,100.00%,8,62.50%,3,3,100.00%,*,150.00%
"대리,중개,도급업",강원도,화천군,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
"대리,중개,도급업",강원도,양구군,남자,7,7,100.00%,7,100.00%,5,5,100.00%,5,100.00%,*,*,100.00%,*,100.00%
"대리,중개,도급업",강원도,양구군,여자,*,*,100.00%,*,200.00%,*,*,100.00%,*,100.00%,*,*,100.00%,0,/0
"대리,중개,도급업",강원도,인제군,남자,25,27,92.59%,25,100.00%,15,16,93.75%,14,107.14%,10,11,90.91%,11,90.91%
"대리,중개,도급업",강원도,인제군,여자,8,7,114.29%,6,133.33%,3,3,100.00%,3,100.00%,5,4,125.00%,3,166.67%
"대리,중개,도급업",강원도,고성군,남자,15,15,100.00%,14,107.14%,11,10,110.00%,11,100.00%,4,5,80.00%,3,133.33%
"대리,중개,도급업",강원도,고성군,여자,5,5,100.00%,3,166.67%,4,5,80.00%,3,133.33%,*,0,/0,0,/0
"대리,중개,도급업",강원도,양양군,남자,18,16,112.50%,16,112.50%,16,15,106.67%,14,114.29%,*,*,200.00%,*,100.00%
"대리,중개,도급업",강원도,양양군,여자,3,4,75.00%,6,50.00%,3,4,75.00%,6,50.00%,,,,,
"대리,중개,도급업",대전광역시,동구,남자,136,132,103.03%,127,107.09%,120,118,101.69%,113,106.19%,16,14,114.29%,14,114.29%
"대리,중개,도급업",대전광역시,동구,여자,194,194,100.00%,196,98.98%,186,186,100.00%,190,97.89%,8,8,100.00%,6,133.33%
"대리,중개,도급업",대전광역시,동구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
"대리,중개,도급업",대전광역시,중구,남자,173,162,106.79%,163,106.13%,153,145,105.52%,145,105.52%,20,17,117.65%,18,111.11%
"대리,중개,도급업",대전광역시,중구,여자,315,319,98.75%,310,101.61%,314,318,98.74%,309,101.62%,*,*,100.00%,*,100.00%
"대리,중개,도급업",대전광역시,서구,남자,376,379,99.21%,337,111.57%,339,338,100.30%,303,111.88%,37,41,90.24%,34,108.82%
"대리,중개,도급업",대전광역시,서구,여자,650,640,101.56%,632,102.85%,646,637,101.41%,630,102.54%,4,3,133.33%,*,200.00%
"대리,중개,도급업",대전광역시,서구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
"대리,중개,도급업",대전광역시,유성구,남자,226,219,103.20%,214,105.61%,202,197,102.54%,195,103.59%,24,22,109.09%,19,126.32%
"대리,중개,도급업",대전광역시,유성구,여자,275,276,99.64%,265,103.77%,266,266,100.00%,257,103.50%,9,10,90.00%,8,112.50%
"대리,중개,도급업",대전광역시,대덕구,남자,72,75,96.00%,68,105.88%,55,58,94.83%,59,93.22%,17,17,100.00%,9,188.89%
"대리,중개,도급업",대전광역시,대덕구,여자,37,35,105.71%,36,102.78%,29,27,107.41%,32,90.63%,8,8,100.00%,4,200.00%
"대리,중개,도급업",충청북도,청주시 상당구,남자,113,109,103.67%,120,94.17%,92,87,105.75%,91,101.10%,21,22,95.45%,29,72.41%
"대리,중개,도급업",충청북도,청주시 상당구,여자,133,130,102.31%,138,96.38%,128,125,102.40%,134,95.52%,5,5,100.00%,4,125.00%
"대리,중개,도급업",충청북도,청주시 서원구,남자,101,101,100.00%,97,104.12%,89,89,100.00%,86,103.49%,12,12,100.00%,11,109.09%
"대리,중개,도급업",충청북도,청주시 서원구,여자,100,98,102.04%,91,109.89%,94,93,101.08%,87,108.05%,6,5,120.00%,4,150.00%
"대리,중개,도급업",충청북도,청주시 흥덕구,남자,274,277,98.92%,260,105.38%,254,257,98.83%,241,105.39%,20,20,100.00%,19,105.26%
"대리,중개,도급업",충청북도,청주시 흥덕구,여자,407,412,98.79%,387,105.17%,402,407,98.77%,383,104.96%,5,5,100.00%,4,125.00%
"대리,중개,도급업",충청북도,청주시 청원구,남자,99,95,104.21%,90,110.00%,75,72,104.17%,71,105.63%,24,23,104.35%,19,126.32%
"대리,중개,도급업",충청북도,청주시 청원구,여자,95,92,103.26%,99,95.96%,90,88,102.27%,96,93.75%,5,4,125.00%,3,166.67%
"대리,중개,도급업",충청북도,충주시,남자,198,197,100.51%,208,95.19%,149,147,101.36%,159,93.71%,49,50,98.00%,49,100.00%
"대리,중개,도급업",충청북도,충주시,여자,112,109,102.75%,99,113.13%,100,97,103.09%,89,112.36%,12,12,100.00%,10,120.00%
"대리,중개,도급업",충청북도,제천시,남자,70,71,98.59%,72,97.22%,49,50,98.00%,51,96.08%,21,21,100.00%,21,100.00%
"대리,중개,도급업",충청북도,제천시,여자,41,40,102.50%,35,117.14%,39,38,102.63%,32,121.88%,*,*,100.00%,3,66.67%
"대리,중개,도급업",충청북도,보은군,남자,48,48,100.00%,45,106.67%,39,39,100.00%,40,97.50%,9,9,100.00%,5,180.00%
"대리,중개,도급업",충청북도,보은군,여자,22,22,100.00%,18,122.22%,21,21,100.00%,17,123.53%,*,*,100.00%,*,100.00%
"대리,중개,도급업",충청북도,옥천군,남자,18,17,105.88%,19,94.74%,10,10,100.00%,11,90.91%,8,7,114.29%,8,100.00%
"대리,중개,도급업",충청북도,옥천군,여자,9,10,90.00%,8,112.50%,8,9,88.89%,7,114.29%,*,*,100.00%,*,100.00%
"대리,중개,도급업",충청북도,영동군,남자,28,28,100.00%,24,116.67%,12,12,100.00%,11,109.09%,16,16,100.00%,13,123.08%
"대리,중개,도급업",충청북도,영동군,여자,5,5,100.00%,5,100.00%,*,*,100.00%,*,100.00%,3,3,100.00%,3,100.00%
"대리,중개,도급업",충청북도,증평군,남자,17,16,106.25%,14,121.43%,16,15,106.67%,13,123.08%,*,*,100.00%,*,100.00%
"대리,중개,도급업",충청북도,증평군,여자,10,10,100.00%,10,100.00%,8,8,100.00%,9,88.89%,*,*,100.00%,*,200.00%
"대리,중개,도급업",충청북도,진천군,남자,25,24,104.17%,26,96.15%,18,17,105.88%,18,100.00%,7,7,100.00%,8,87.50%
"대리,중개,도급업",충청북도,진천군,여자,10,10,100.00%,10,100.00%,8,8,100.00%,9,88.89%,*,*,100.00%,*,200.00%
"대리,중개,도급업",충청북도,괴산군,남자,43,42,102.38%,52,82.69%,22,22,100.00%,22,100.00%,21,20,105.00%,30,70.00%
"대리,중개,도급업",충청북도,괴산군,여자,13,13,100.00%,18,72.22%,9,9,100.00%,7,128.57%,4,4,100.00%,11,36.36%
"대리,중개,도급업",충청북도,음성군,남자,121,121,100.00%,122,99.18%,67,67,100.00%,73,91.78%,54,54,100.00%,49,110.20%
"대리,중개,도급업",충청북도,음성군,여자,18,19,94.74%,21,85.71%,17,19,89.47%,20,85.00%,*,0,/0,*,100.00%
"대리,중개,도급업",충청북도,단양군,남자,18,17,105.88%,17,105.88%,9,8,112.50%,8,112.50%,9,9,100.00%,9,100.00%
"대리,중개,도급업",충청북도,단양군,여자,7,6,116.67%,10,70.00%,5,4,125.00%,8,62.50%,*,*,100.00%,*,100.00%
"대리,중개,도급업",충청남도,천안시 동남구,남자,187,187,100.00%,172,108.72%,168,168,100.00%,156,107.69%,19,19,100.00%,16,118.75%
"대리,중개,도급업",충청남도,천안시 동남구,여자,287,284,101.06%,281,102.14%,285,282,101.06%,278,102.52%,*,*,100.00%,3,66.67%
"대리,중개,도급업",충청남도,천안시 서북구,남자,289,285,101.40%,240,120.42%,256,252,101.59%,218,117.43%,33,33,100.00%,22,150.00%
"대리,중개,도급업",충청남도,천안시 서북구,여자,437,441,99.09%,417,104.80%,431,435,99.08%,412,104.61%,6,6,100.00%,5,120.00%
"대리,중개,도급업",충청남도,공주시,남자,43,44,97.73%,37,116.22%,30,30,100.00%,25,120.00%,13,14,92.86%,12,108.33%
"대리,중개,도급업",충청남도,공주시,여자,34,31,109.68%,27,125.93%,32,29,110.34%,25,128.00%,*,*,100.00%,*,100.00%
"대리,중개,도급업",충청남도,보령시,남자,82,79,103.80%,52,157.69%,65,63,103.17%,40,162.50%,17,16,106.25%,12,141.67%
"대리,중개,도급업",충청남도,보령시,여자,63,60,105.00%,56,112.50%,61,58,105.17%,54,112.96%,*,*,100.00%,*,100.00%
"대리,중개,도급업",충청남도,아산시,남자,166,166,100.00%,146,113.70%,132,134,98.51%,121,109.09%,34,32,106.25%,25,136.00%
"대리,중개,도급업",충청남도,아산시,여자,160,164,97.56%,166,96.39%,148,151,98.01%,159,93.08%,12,13,92.31%,7,171.43%
"대리,중개,도급업",충청남도,서산시,남자,63,60,105.00%,63,100.00%,48,45,106.67%,44,109.09%,15,15,100.00%,19,78.95%
"대리,중개,도급업",충청남도,서산시,여자,48,48,100.00%,46,104.35%,47,47,100.00%,45,104.44%,*,*,100.00%,*,100.00%
"대리,중개,도급업",충청남도,논산시,남자,84,84,100.00%,82,102.44%,53,52,101.92%,51,103.92%,31,32,96.88%,31,100.00%
"대리,중개,도급업",충청남도,논산시,여자,33,34,97.06%,34,97.06%,28,29,96.55%,29,96.55%,5,5,100.00%,5,100.00%
"대리,중개,도급업",충청남도,계룡시,남자,8,8,100.00%,8,100.00%,6,5,120.00%,6,100.00%,*,3,66.67%,*,100.00%
"대리,중개,도급업",충청남도,계룡시,여자,10,10,100.00%,7,142.86%,8,9,88.89%,7,114.29%,*,*,200.00%,0,/0
"대리,중개,도급업",충청남도,당진시,남자,95,98,96.94%,109,87.16%,89,91,97.80%,102,87.25%,6,7,85.71%,7,85.71%
"대리,중개,도급업",충청남도,당진시,여자,86,83,103.61%,86,100.00%,83,81,102.47%,83,100.00%,3,*,150.00%,3,100.00%
"대리,중개,도급업",충청남도,금산군,남자,61,62,98.39%,59,103.39%,51,51,100.00%,52,98.08%,10,11,90.91%,7,142.86%
"대리,중개,도급업",충청남도,금산군,여자,24,24,100.00%,23,104.35%,19,19,100.00%,19,100.00%,5,5,100.00%,4,125.00%
"대리,중개,도급업",충청남도,부여군,남자,78,77,101.30%,69,113.04%,60,59,101.69%,56,107.14%,18,18,100.00%,13,138.46%
"대리,중개,도급업",충청남도,부여군,여자,80,78,102.56%,76,105.26%,78,76,102.63%,73,106.85%,*,*,100.00%,3,66.67%
"대리,중개,도급업",충청남도,서천군,남자,51,50,102.00%,38,134.21%,35,35,100.00%,25,140.00%,16,15,106.67%,13,123.08%
"대리,중개,도급업",충청남도,서천군,여자,18,19,94.74%,15,120.00%,15,16,93.75%,12,125.00%,3,3,100.00%,3,100.00%
"대리,중개,도급업",충청남도,청양군,남자,11,11,100.00%,8,137.50%,9,9,100.00%,5,180.00%,*,*,100.00%,3,66.67%
"대리,중개,도급업",충청남도,청양군,여자,5,5,100.00%,*,250.00%,3,3,100.00%,*,150.00%,*,*,100.00%,0,/0
"대리,중개,도급업",충청남도,홍성군,남자,58,58,100.00%,61,95.08%,44,44,100.00%,47,93.62%,14,14,100.00%,14,100.00%
"대리,중개,도급업",충청남도,홍성군,여자,24,27,88.89%,28,85.71%,23,25,92.00%,26,88.46%,*,*,50.00%,*,50.00%
"대리,중개,도급업",충청남도,예산군,남자,72,70,102.86%,65,110.77%,49,47,104.26%,44,111.36%,23,23,100.00%,21,109.52%
"대리,중개,도급업",충청남도,예산군,여자,35,33,106.06%,26,134.62%,33,31,106.45%,24,137.50%,*,*,100.00%,*,100.00%
"대리,중개,도급업",충청남도,태안군,남자,47,46,102.17%,51,92.16%,40,39,102.56%,43,93.02%,7,7,100.00%,8,87.50%
"대리,중개,도급업",충청남도,태안군,여자,17,17,100.00%,19,89.47%,15,15,100.00%,17,88.24%,*,*,100.00%,*,100.00%
"대리,중개,도급업",세종특별자치시,세종시,남자,122,118,103.39%,98,124.49%,93,90,103.33%,76,122.37%,29,28,103.57%,22,131.82%
"대리,중개,도급업",세종특별자치시,세종시,여자,108,107,100.93%,88,122.73%,100,99,101.01%,84,119.05%,8,8,100.00%,4,200.00%
"대리,중개,도급업",광주광역시,동구,남자,160,157,101.91%,170,94.12%,146,142,102.82%,155,94.19%,14,15,93.33%,15,93.33%
"대리,중개,도급업",광주광역시,동구,여자,333,332,100.30%,323,103.10%,326,325,100.31%,316,103.16%,7,7,100.00%,7,100.00%
"대리,중개,도급업",광주광역시,서구,남자,318,310,102.58%,305,104.26%,268,259,103.47%,257,104.28%,50,51,98.04%,48,104.17%
"대리,중개,도급업",광주광역시,서구,여자,490,485,101.03%,474,103.38%,474,470,100.85%,458,103.49%,16,15,106.67%,16,100.00%
"대리,중개,도급업",광주광역시,남구,남자,91,89,102.25%,79,115.19%,70,68,102.94%,62,112.90%,21,21,100.00%,17,123.53%
"대리,중개,도급업",광주광역시,남구,여자,74,76,97.37%,61,121.31%,65,67,97.01%,52,125.00%,9,9,100.00%,9,100.00%
"대리,중개,도급업",광주광역시,북구,남자,265,264,100.38%,247,107.29%,213,213,100.00%,197,108.12%,52,51,101.96%,50,104.00%
"대리,중개,도급업",광주광역시,북구,여자,232,234,99.15%,226,102.65%,218,220,99.09%,212,102.83%,14,14,100.00%,14,100.00%
"대리,중개,도급업",광주광역시,광산구,남자,209,202,103.47%,187,111.76%,181,175,103.43%,160,113.13%,28,27,103.70%,27,103.70%
"대리,중개,도급업",광주광역시,광산구,여자,319,320,99.69%,312,102.24%,306,306,100.00%,301,101.66%,13,14,92.86%,11,118.18%
"대리,중개,도급업",전라북도,전주시 완산구,남자,301,298,101.01%,278,108.27%,262,257,101.95%,242,108.26%,39,41,95.12%,36,108.33%
"대리,중개,도급업",전라북도,전주시 완산구,여자,470,466,100.86%,457,102.84%,456,452,100.88%,444,102.70%,14,14,100.00%,13,107.69%
"대리,중개,도급업",전라북도,전주시 덕진구,남자,157,155,101.29%,133,118.05%,132,132,100.00%,110,120.00%,25,23,108.70%,23,108.70%
"대리,중개,도급업",전라북도,전주시 덕진구,여자,134,131,102.29%,112,119.64%,126,122,103.28%,108,116.67%,8,9,88.89%,4,200.00%
"대리,중개,도급업",전라북도,군산시,남자,168,164,102.44%,132,127.27%,141,136,103.68%,119,118.49%,27,28,96.43%,13,207.69%
"대리,중개,도급업",전라북도,군산시,여자,168,168,100.00%,99,169.70%,160,159,100.63%,93,172.04%,8,9,88.89%,6,133.33%
"대리,중개,도급업",전라북도,익산시,남자,155,154,100.65%,135,114.81%,115,114,100.88%,102,112.75%,40,40,100.00%,33,121.21%
"대리,중개,도급업",전라북도,익산시,여자,161,160,100.63%,145,111.03%,143,142,100.70%,136,105.15%,18,18,100.00%,9,200.00%
"대리,중개,도급업",전라북도,정읍시,남자,62,60,103.33%,49,126.53%,36,36,100.00%,29,124.14%,26,24,108.33%,20,130.00%
"대리,중개,도급업",전라북도,정읍시,여자,28,30,93.33%,25,112.00%,22,25,88.00%,22,100.00%,6,5,120.00%,3,200.00%
"대리,중개,도급업",전라북도,남원시,남자,59,59,100.00%,66,89.39%,33,35,94.29%,40,82.50%,26,24,108.33%,26,100.00%
"대리,중개,도급업",전라북도,남원시,여자,30,30,100.00%,31,96.77%,23,23,100.00%,25,92.00%,7,7,100.00%,6,116.67%
"대리,중개,도급업",전라북도,김제시,남자,60,60,100.00%,61,98.36%,40,40,100.00%,43,93.02%,20,20,100.00%,18,111.11%
"대리,중개,도급업",전라북도,김제시,여자,35,36,97.22%,27,129.63%,30,31,96.77%,23,130.43%,5,5,100.00%,4,125.00%
"대리,중개,도급업",전라북도,완주군,남자,55,54,101.85%,53,103.77%,32,32,100.00%,32,100.00%,23,22,104.55%,21,109.52%
"대리,중개,도급업",전라북도,완주군,여자,33,34,97.06%,29,113.79%,28,29,96.55%,25,112.00%,5,5,100.00%,4,125.00%
"대리,중개,도급업",전라북도,진안군,남자,25,23,108.70%,22,113.64%,13,11,118.18%,8,162.50%,12,12,100.00%,14,85.71%
"대리,중개,도급업",전라북도,진안군,여자,6,6,100.00%,6,100.00%,5,5,100.00%,5,100.00%,*,*,100.00%,*,100.00%
"대리,중개,도급업",전라북도,무주군,남자,8,8,100.00%,4,200.00%,*,*,100.00%,0,/0,7,7,100.00%,4,175.00%
"대리,중개,도급업",전라북도,무주군,여자,4,4,100.00%,4,100.00%,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%
"대리,중개,도급업",전라북도,장수군,남자,19,18,105.56%,20,95.00%,12,12,100.00%,12,100.00%,7,6,116.67%,8,87.50%
"대리,중개,도급업",전라북도,장수군,여자,7,7,100.00%,6,116.67%,4,4,100.00%,4,100.00%,3,3,100.00%,*,150.00%
"대리,중개,도급업",전라북도,임실군,남자,21,21,100.00%,24,87.50%,14,14,100.00%,15,93.33%,7,7,100.00%,9,77.78%
"대리,중개,도급업",전라북도,임실군,여자,7,7,100.00%,9,77.78%,4,4,100.00%,5,80.00%,3,3,100.00%,4,75.00%
"대리,중개,도급업",전라북도,순창군,남자,31,31,100.00%,29,106.90%,16,16,100.00%,14,114.29%,15,15,100.00%,15,100.00%
"대리,중개,도급업",전라북도,순창군,여자,12,12,100.00%,13,92.31%,7,7,100.00%,7,100.00%,5,5,100.00%,6,83.33%
"대리,중개,도급업",전라북도,고창군,남자,41,41,100.00%,28,146.43%,20,20,100.00%,11,181.82%,21,21,100.00%,17,123.53%
"대리,중개,도급업",전라북도,고창군,여자,22,23,95.65%,18,122.22%,13,14,92.86%,12,108.33%,9,9,100.00%,6,150.00%
"대리,중개,도급업",전라북도,부안군,남자,60,61,98.36%,44,136.36%,38,38,100.00%,30,126.67%,22,23,95.65%,14,157.14%
"대리,중개,도급업",전라북도,부안군,여자,22,21,104.76%,22,100.00%,11,10,110.00%,13,84.62%,11,11,100.00%,9,122.22%
"대리,중개,도급업",전라북도,부안군,미상,*,*,100.00%,*,100.00%,,,,,,*,*,100.00%,*,100.00%
"대리,중개,도급업",전라남도,목포시,남자,125,124,100.81%,132,94.70%,105,105,100.00%,117,89.74%,20,19,105.26%,15,133.33%
"대리,중개,도급업",전라남도,목포시,여자,104,105,99.05%,104,100.00%,98,100,98.00%,98,100.00%,6,5,120.00%,6,100.00%
"대리,중개,도급업",전라남도,여수시,남자,207,204,101.47%,217,95.39%,181,178,101.69%,190,95.26%,26,26,100.00%,27,96.30%
"대리,중개,도급업",전라남도,여수시,여자,108,105,102.86%,126,85.71%,106,103,102.91%,124,85.48%,*,*,100.00%,*,100.00%
"대리,중개,도급업",전라남도,순천시,남자,214,210,101.90%,206,103.88%,174,172,101.16%,174,100.00%,40,38,105.26%,32,125.00%
"대리,중개,도급업",전라남도,순천시,여자,319,311,102.57%,325,98.15%,303,297,102.02%,314,96.50%,16,14,114.29%,11,145.45%
"대리,중개,도급업",전라남도,순천시,미상,*,*,100.00%,0,/0,*,*,100.00%,0,/0,,,,,
"대리,중개,도급업",전라남도,나주시,남자,95,93,102.15%,86,110.47%,63,61,103.28%,59,106.78%,32,32,100.00%,27,118.52%
"대리,중개,도급업",전라남도,나주시,여자,42,42,100.00%,43,97.67%,33,33,100.00%,35,94.29%,9,9,100.00%,8,112.50%
"대리,중개,도급업",전라남도,광양시,남자,126,122,103.28%,118,106.78%,106,101,104.95%,99,107.07%,20,21,95.24%,19,105.26%
"대리,중개,도급업",전라남도,광양시,여자,180,184,97.83%,193,93.26%,174,178,97.75%,188,92.55%,6,6,100.00%,5,120.00%
"대리,중개,도급업",전라남도,담양군,남자,38,38,100.00%,39,97.44%,18,17,105.88%,16,112.50%,20,21,95.24%,23,86.96%
"대리,중개,도급업",전라남도,담양군,여자,19,18,105.56%,17,111.76%,15,14,107.14%,12,125.00%,4,4,100.00%,5,80.00%
"대리,중개,도급업",전라남도,곡성군,남자,27,27,100.00%,26,103.85%,16,17,94.12%,17,94.12%,11,10,110.00%,9,122.22%
"대리,중개,도급업",전라남도,곡성군,여자,14,14,100.00%,13,107.69%,11,11,100.00%,10,110.00%,3,3,100.00%,3,100.00%
"대리,중개,도급업",전라남도,구례군,남자,22,22,100.00%,22,100.00%,10,10,100.00%,11,90.91%,12,12,100.00%,11,109.09%
"대리,중개,도급업",전라남도,구례군,여자,9,9,100.00%,9,100.00%,5,5,100.00%,4,125.00%,4,4,100.00%,5,80.00%
"대리,중개,도급업",전라남도,고흥군,남자,66,64,103.13%,54,122.22%,50,48,104.17%,42,119.05%,16,16,100.00%,12,133.33%
"대리,중개,도급업",전라남도,고흥군,여자,27,26,103.85%,26,103.85%,26,26,100.00%,24,108.33%,*,0,/0,*,50.00%
"대리,중개,도급업",전라남도,보성군,남자,33,30,110.00%,21,157.14%,26,23,113.04%,16,162.50%,7,7,100.00%,5,140.00%
"대리,중개,도급업",전라남도,보성군,여자,11,10,110.00%,*,550.00%,11,10,110.00%,*,550.00%,,,,,
"대리,중개,도급업",전라남도,화순군,남자,43,43,100.00%,44,97.73%,24,23,104.35%,26,92.31%,19,20,95.00%,18,105.56%
"대리,중개,도급업",전라남도,화순군,여자,25,26,96.15%,23,108.70%,19,20,95.00%,17,111.76%,6,6,100.00%,6,100.00%
"대리,중개,도급업",전라남도,화순군,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
"대리,중개,도급업",전라남도,장흥군,남자,24,23,104.35%,21,114.29%,13,12,108.33%,13,100.00%,11,11,100.00%,8,137.50%
"대리,중개,도급업",전라남도,장흥군,여자,6,6,100.00%,7,85.71%,4,4,100.00%,4,100.00%,*,*,100.00%,3,66.67%
"대리,중개,도급업",전라남도,강진군,남자,18,19,94.74%,19,94.74%,11,12,91.67%,14,78.57%,7,7,100.00%,5,140.00%
"대리,중개,도급업",전라남도,강진군,여자,8,7,114.29%,9,88.89%,6,6,100.00%,7,85.71%,*,*,200.00%,*,100.00%
"대리,중개,도급업",전라남도,해남군,남자,53,53,100.00%,49,108.16%,31,31,100.00%,28,110.71%,22,22,100.00%,21,104.76%
"대리,중개,도급업",전라남도,해남군,여자,21,19,110.53%,20,105.00%,16,15,106.67%,15,106.67%,5,4,125.00%,5,100.00%
"대리,중개,도급업",전라남도,영암군,남자,44,46,95.65%,41,107.32%,24,26,92.31%,24,100.00%,20,20,100.00%,17,117.65%
